Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning_E,LotShape_E,LandContour_E,LotConfig_E,Neighborhood_E,Condition1_E,Condition2_E,BldgType_E,HouseStyle_E,RoofStyle_E,RoofMatl_E,Exterior1st_E,MasVnrType_E,ExterQual_E,ExterCond_E,Foundation_E,BsmtQual_E,BsmtCond_E,BsmtExposure_E,BsmtFinType1_E,BsmtFinType2_E,Heating_E,HeatingQC_E,CentralAir_E,Electrical_E,KitchenQual_E,Functional_E,GarageType_E,GarageFinish_E,GarageQual_E,PavedDrive_E,SaleType_E,SaleCondition_E
1085,60,13031,6,5,1995,1996,592,0,99,691,807,0,1498,0,0,2,1,3,1,1,409,315,44,0,0,0,0,0,7,2006,187500,4.0,4.0,2.0,3.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,9.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,5.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
1086,85,9069,6,6,1992,1992,747,0,189,936,0,0,996,1,0,1,0,2,1,0,564,120,0,0,0,0,0,0,4,2010,147000,4.0,1.0,2.0,1.0,13.0,5.0,5.0,5.0,2.0,2.0,3.0,9.0,2.0,2.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
1087,160,1974,4,5,1973,1973,334,0,212,546,546,0,1092,0,0,1,1,3,1,0,286,120,96,0,0,0,0,0,5,2010,83500,2.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,7.0,2.0,3.0,13.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
1088,60,10574,8,5,2005,2006,0,0,1082,1082,871,0,1953,0,0,2,1,3,1,1,1043,160,50,0,0,0,0,0,5,2009,252000,5.0,1.0,2.0,1.0,20.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,3.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
1089,160,2522,7,5,2004,2004,0,0,970,970,739,0,1709,0,0,2,0,3,1,0,380,0,40,0,0,0,0,0,4,2006,137500,2.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,7.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,5.0,5.0
1090,120,3316,8,5,2005,2005,1039,0,208,1247,0,0,1247,1,0,1,1,1,1,1,550,0,84,0,0,0,0,0,4,2006,197000,5.0,2.0,2.0,1.0,20.0,5.0,5.0,4.0,6.0,2.0,3.0,5.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
1091,90,8544,3,4,1950,1950,0,0,0,0,0,0,1040,0,0,2,0,2,2,0,400,0,0,0,0,0,0,0,6,2009,92900,4.0,1.0,2.0,3.0,11.0,5.0,5.0,2.0,6.0,2.0,3.0,11.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1092,160,2160,7,5,1999,2000,510,0,90,600,628,0,1252,1,0,2,1,2,1,0,462,0,48,0,0,0,0,0,3,2008,160000,5.0,1.0,2.0,1.0,20.0,5.0,5.0,3.0,7.0,2.0,3.0,5.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,3.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1093,50,8400,6,5,1925,1950,423,0,758,1181,304,0,1694,0,0,2,0,4,1,1,576,342,0,128,0,0,0,0,6,2008,136500,4.0,1.0,1.0,1.0,9.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,6.0,3.0,4.0,2.0,2.0,6.0,6.0,2.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1094,20,9230,5,8,1965,1998,661,0,203,864,0,0,1200,1,0,1,1,1,1,0,884,0,64,0,0,0,0,0,10,2006,146000,4.0,1.0,2.0,3.0,11.0,3.0,5.0,5.0,6.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,7.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1095,20,5868,5,7,1956,2000,248,240,448,936,0,0,936,1,0,1,0,2,1,0,308,0,0,80,0,160,0,0,5,2010,129000,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
1096,20,9317,6,5,2006,2006,24,0,1290,1314,0,0,1314,0,0,2,0,3,1,1,440,0,22,0,0,0,0,0,3,2007,176432,4.0,2.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
1097,70,6882,6,7,1914,2006,0,0,684,684,582,0,1355,0,0,1,1,3,1,0,0,136,0,115,0,0,0,0,3,2007,127000,2.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,7.0,2.0,3.0,6.0,2.0,2.0,4.0,6.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,3.0,7.0,1.0,1.0,2.0,3.0,5.0,5.0
1098,120,3696,8,5,1986,1986,0,0,1074,1074,0,0,1088,0,0,1,1,2,1,0,461,0,74,137,0,0,0,0,10,2007,170000,4.0,1.0,2.0,1.0,23.0,5.0,5.0,4.0,6.0,2.0,3.0,9.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
1099,50,6000,4,6,1936,1950,672,0,0,672,567,0,1324,0,0,1,0,3,1,0,240,0,0,0,0,0,0,0,7,2009,128000,2.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1100,20,11880,7,5,1978,1978,704,0,567,1271,0,0,1601,0,0,2,0,3,1,1,478,0,0,0,0,0,0,0,4,2009,157000,4.0,2.0,2.0,1.0,14.0,4.0,5.0,5.0,6.0,2.0,3.0,10.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,5.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,4.0,2.0
1101,30,8400,2,5,1920,1950,290,0,0,290,0,0,438,0,0,1,0,1,1,0,246,0,0,0,0,0,0,0,1,2009,60000,4.0,1.0,1.0,1.0,9.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,6.0,6.0,3.0,1.0,3.0,1.0,7.0,3.0,2.0,4.0,1.0,5.0,5.0
1102,20,9758,5,5,1971,1971,412,287,251,950,0,0,950,0,0,1,0,3,1,0,280,0,0,0,0,0,0,0,7,2007,119500,4.0,2.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1103,20,7000,5,7,1960,2002,588,0,422,1010,0,0,1134,0,0,1,0,2,1,0,254,0,16,0,0,0,0,0,4,2007,135000,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,3.0
1104,20,8910,6,6,1959,1959,655,0,0,655,0,0,1194,0,1,1,0,3,1,1,539,0,0,192,0,0,0,0,7,2006,159500,4.0,1.0,2.0,3.0,11.0,5.0,5.0,5.0,6.0,5.0,3.0,11.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,7.0,4.0,4.0,3.0,5.0,5.0
1105,160,2016,5,5,1970,1970,0,0,630,630,672,0,1302,0,0,2,1,3,1,0,440,0,0,0,0,0,0,0,4,2007,106000,2.0,1.0,2.0,1.0,3.0,5.0,5.0,4.0,7.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1106,60,12256,8,5,1994,1995,1032,0,431,1463,1122,0,2622,1,0,2,1,3,1,2,712,186,32,0,0,0,0,0,4,2010,325000,4.0,2.0,2.0,3.0,25.0,5.0,5.0,5.0,7.0,2.0,3.0,9.0,3.0,3.0,4.0,6.0,5.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
1107,20,10357,7,5,1990,1991,738,0,172,910,0,0,1442,1,0,2,0,3,1,1,719,0,244,0,0,0,0,0,5,2007,179900,4.0,2.0,2.0,3.0,13.0,3.0,5.0,5.0,6.0,5.0,3.0,9.0,2.0,3.0,4.0,6.0,4.0,4.0,3.0,7.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
1108,60,23257,7,5,2006,2006,0,0,868,868,1134,0,2021,0,0,2,1,3,1,1,422,0,100,0,0,0,0,0,9,2006,274725,4.0,3.0,4.0,5.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,5.0,5.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,7.0,3.0,4.0,3.0,9.0,6.0
1109,60,8063,6,5,2000,2000,0,0,924,924,742,0,1690,0,0,2,1,3,1,1,463,100,48,0,0,0,0,0,11,2007,181000,4.0,1.0,2.0,1.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,2.0
1110,20,11362,8,5,2004,2005,1039,0,797,1836,0,0,1836,1,0,2,0,3,1,1,862,125,185,0,0,0,0,0,3,2009,280000,4.0,2.0,2.0,1.0,24.0,5.0,5.0,5.0,6.0,2.0,3.0,5.0,5.0,3.0,4.0,6.0,5.0,4.0,3.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
1111,60,8000,6,5,1995,1996,219,0,554,773,885,0,1658,1,0,2,1,3,1,1,431,224,84,0,0,0,0,0,6,2008,188000,4.0,1.0,2.0,1.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,9.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
1112,60,10480,7,6,1976,1976,403,0,400,803,866,0,1964,0,0,2,1,4,1,1,483,0,69,0,0,0,0,0,9,2008,205000,4.0,1.0,2.0,1.0,14.0,5.0,5.0,5.0,7.0,5.0,3.0,10.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
1113,20,7100,5,7,1957,1957,708,0,108,816,0,0,816,1,0,1,0,2,1,0,308,0,0,0,0,0,0,0,7,2006,129900,4.0,2.0,2.0,3.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,7.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,7.0,6.0,6.0,3.0,2.0,4.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1114,20,8923,5,7,1953,2006,643,0,365,1008,0,0,1008,1,0,1,0,2,1,0,240,0,18,0,0,0,0,0,5,2007,134500,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
1115,20,5400,5,7,1954,2000,415,0,418,833,0,0,833,0,0,1,0,2,1,0,326,0,0,0,0,0,0,0,8,2006,117000,4.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,6.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1116,20,12085,8,5,2007,2007,1004,0,730,1734,0,0,1734,1,0,2,0,3,1,1,928,0,0,0,0,0,0,0,11,2007,318000,4.0,1.0,2.0,1.0,24.0,5.0,5.0,5.0,6.0,5.0,3.0,12.0,5.0,3.0,4.0,6.0,5.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,4.0,7.0,6.0,3.0,4.0,3.0,9.0,6.0
1117,80,7750,8,5,2002,2002,353,0,55,408,640,0,1419,1,0,2,1,3,1,1,527,120,0,0,0,0,0,0,3,2009,184100,4.0,1.0,2.0,1.0,15.0,5.0,5.0,5.0,5.0,5.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,7.0,4.0,4.0,3.0,5.0,5.0
1118,20,9764,5,7,1967,2003,702,0,192,894,0,0,894,1,0,1,0,3,1,0,450,0,0,0,0,0,0,0,5,2008,130000,4.0,2.0,2.0,2.0,7.0,3.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
1119,80,13825,5,6,1958,1987,0,0,533,533,580,0,1601,0,1,1,0,3,1,0,300,280,34,0,0,0,0,0,12,2008,140000,4.0,1.0,2.0,1.0,7.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,2.0,3.0,7.0,3.0,4.0,3.0,5.0,5.0
1120,20,7560,5,5,1959,1959,369,0,671,1040,0,0,1040,0,0,1,0,3,1,0,286,140,0,252,0,0,0,0,7,2006,133700,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,11.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,6.0,6.0,3.0,2.0,4.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
1121,30,8263,6,5,1920,1950,0,0,1012,1012,0,0,1012,0,0,1,0,2,1,1,308,0,22,112,0,0,0,0,5,2007,118400,2.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,6.0,2.0,3.0,11.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,4.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1122,20,10084,7,5,2005,2006,24,0,1528,1552,0,0,1552,0,0,2,0,3,1,0,782,144,20,0,0,0,0,0,7,2006,212900,4.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,9.0,6.0
1123,20,8926,4,3,1956,1956,0,0,672,672,0,0,960,0,0,1,0,3,1,0,288,64,0,0,0,160,0,0,10,2009,112000,4.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,4.0,2.0,7.0,5.0,2.0,4.0,3.0,4.0,2.0
1124,20,9405,5,9,1947,2008,0,0,698,698,0,0,698,0,1,1,0,2,1,0,0,0,200,0,0,0,0,0,6,2009,118000,4.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,12.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,1.0,1.0,2.0,3.0,5.0,5.0
1125,80,9125,7,5,1992,1992,0,0,384,384,670,0,1482,0,0,2,1,3,1,1,392,100,25,0,0,0,0,0,7,2007,163900,4.0,2.0,2.0,1.0,15.0,5.0,5.0,5.0,5.0,2.0,3.0,9.0,3.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
1126,20,10434,4,5,1955,1955,0,0,1005,1005,0,0,1005,0,0,1,0,2,1,1,672,0,0,0,0,0,0,0,11,2009,115000,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,10.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,1.0,7.0,3.0,2.0,3.0,3.0,5.0,5.0
1127,120,3684,7,5,2007,2007,0,0,1373,1373,0,0,1555,0,0,2,0,2,1,1,660,143,20,0,0,0,0,0,6,2009,174000,4.0,1.0,2.0,1.0,16.0,5.0,5.0,4.0,6.0,5.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
1128,20,14572,7,5,2004,2004,1300,0,230,1530,0,0,1530,1,0,2,0,3,1,1,630,144,36,0,0,0,0,0,11,2007,259000,4.0,3.0,2.0,3.0,15.0,5.0,5.0,5.0,6.0,5.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,3.0
1129,60,11796,7,5,2004,2005,0,0,847,847,1112,0,1959,0,0,2,1,4,1,1,434,100,48,0,0,0,0,0,7,2007,215000,4.0,2.0,2.0,1.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,7.0,4.0,4.0,3.0,5.0,5.0
1130,90,7200,5,5,1980,1980,936,0,0,936,0,0,936,1,0,1,0,2,1,0,672,49,0,0,0,0,0,0,8,2007,140000,2.0,1.0,2.0,1.0,6.0,5.0,5.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,7.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1131,50,7804,4,3,1928,1950,622,0,500,1122,653,0,1981,1,0,2,0,4,1,2,576,431,44,0,0,0,0,0,12,2009,135000,4.0,1.0,2.0,1.0,9.0,5.0,5.0,5.0,3.0,2.0,3.0,7.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0
1132,20,10712,5,5,1991,1992,212,0,762,974,0,0,974,0,0,1,0,3,1,0,0,0,28,0,0,0,0,0,9,2007,93500,4.0,1.0,2.0,1.0,12.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,6.0,4.0,4.0,3.0,3.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,1.0,1.0,2.0,3.0,1.0,2.0
1133,70,9900,6,4,1880,1950,0,0,1008,1008,1032,0,2210,0,0,2,0,5,1,0,205,0,48,0,0,0,0,0,5,2007,117500,2.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,7.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,6.0,6.0,5.0,3.0,2.0,5.0,1.0,7.0,3.0,2.0,3.0,1.0,5.0,5.0
1134,60,9828,8,5,1995,1995,584,0,544,1128,878,0,2020,0,0,2,1,3,1,1,466,0,155,0,0,0,0,0,6,2009,239500,4.0,2.0,2.0,1.0,13.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
1135,60,8773,6,5,1997,1997,0,0,916,916,684,0,1600,0,0,2,1,3,1,1,460,100,38,0,0,0,0,0,8,2007,169000,4.0,2.0,4.0,1.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
1136,30,6180,6,5,1926,1950,0,0,960,960,0,0,986,0,0,1,0,2,1,1,180,0,128,0,0,0,0,0,5,2007,102000,2.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,1.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1137,50,9600,6,5,1950,1950,280,0,752,1032,220,0,1252,0,0,1,0,3,1,0,288,0,0,96,0,0,0,0,4,2008,119000,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,3.0,2.0,3.0,12.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,4.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,2.0
1138,50,6342,5,8,1875,1996,0,0,780,780,240,0,1020,0,0,1,0,2,1,0,0,0,0,176,0,0,0,0,5,2010,94000,4.0,1.0,2.0,1.0,7.0,3.0,5.0,5.0,3.0,2.0,3.0,12.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,1.0,5.0,2.0,7.0,1.0,1.0,2.0,1.0,5.0,5.0
1139,20,9819,6,5,1977,1977,1567,0,0,1567,0,0,1567,1,0,2,0,2,1,2,714,264,32,0,0,0,0,0,5,2009,196000,4.0,2.0,2.0,1.0,12.0,5.0,5.0,5.0,6.0,2.0,3.0,10.0,2.0,2.0,4.0,6.0,3.0,4.0,5.0,5.0,6.0,6.0,3.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
1140,30,8731,5,5,1920,1950,645,0,270,915,0,0,1167,0,0,1,0,3,1,1,495,0,0,216,0,126,0,0,5,2007,144000,4.0,2.0,2.0,1.0,4.0,5.0,5.0,5.0,6.0,2.0,3.0,8.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,5.0,2.0,5.0,3.0,2.0,4.0,3.0,5.0,5.0
1141,20,7350,5,7,1951,1951,852,0,100,952,0,0,952,1,0,1,0,2,1,0,840,0,0,0,0,0,0,0,6,2008,139000,4.0,1.0,2.0,3.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,4.0,2.0
1142,60,10304,5,7,1976,1976,381,0,399,780,780,0,1868,1,0,2,1,4,1,1,484,448,96,0,0,0,0,0,10,2009,197500,4.0,2.0,2.0,5.0,14.0,8.0,5.0,5.0,7.0,2.0,3.0,10.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
1143,60,9965,8,5,2006,2007,1150,0,316,1466,1362,0,2828,1,0,3,0,4,1,1,1052,125,144,0,0,0,0,0,4,2007,424870,4.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,5.0,3.0,12.0,5.0,3.0,4.0,6.0,5.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,7.0,3.0,4.0,3.0,9.0,6.0
1144,20,9000,5,3,1959,1959,288,0,718,1006,0,0,1006,0,0,1,0,3,1,0,0,0,24,0,0,0,0,0,7,2008,80000,4.0,1.0,2.0,1.0,7.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,7.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,1.0,1.0,2.0,3.0,5.0,5.0
1145,190,12180,4,4,1941,1950,348,0,324,672,252,0,924,1,0,1,0,2,1,0,280,0,0,0,0,0,0,0,7,2010,80000,4.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,6.0,2.0,2.0,1.0,4.0,1.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1146,50,6240,5,6,1928,1950,0,0,1042,1042,534,0,1576,0,0,1,0,3,1,1,225,0,0,0,0,0,0,0,8,2006,149000,2.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,3.0
1147,20,11200,6,5,1985,1985,1258,0,40,1298,0,0,1298,1,0,2,0,3,1,1,403,165,26,0,0,0,0,0,5,2006,180000,4.0,1.0,2.0,1.0,13.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,7.0,6.0,6.0,3.0,2.0,5.0,3.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
1148,70,12000,7,7,1941,1950,275,0,429,704,704,0,1564,0,0,1,1,3,1,1,234,0,0,0,0,0,0,0,7,2009,174500,4.0,1.0,1.0,1.0,18.0,5.0,5.0,5.0,7.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,5.0,2.0,5.0,1.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
1149,50,5700,7,7,1926,1950,0,0,572,572,539,0,1111,0,0,1,0,2,1,1,288,0,0,176,0,0,0,0,8,2008,116900,2.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,6.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
1150,70,9000,7,9,1920,1988,624,0,26,650,650,0,1482,0,1,1,0,3,1,0,324,0,0,0,0,0,0,0,7,2009,143000,2.0,1.0,2.0,1.0,6.0,1.0,5.0,5.0,7.0,5.0,3.0,12.0,2.0,2.0,3.0,6.0,3.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
